;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP;RAME;RETDEP;RETARR
0;1;22;6;2019;06-2019;14895;329;30521;1;Arrivee;1;02-05-2019 00:00:00;3.0;30521;SETE;23;900;0;SETE/BETTEMBOURG;01-06-2019 08:00:00;01-06-2019 18:00:00;01-06-2019 18:32:00;02-06-2019 06:00:00;BTG-SETE;2019-06-01;;;;;;;;3.0;14915;20A (0-0) - F (1-18) - M (1-18);161.0;153.0
1;2;22;6;2019;06-2019;14915;328;30420;1;Arrivee;1;03-05-2019 00:00:00;3.0;30420;BETTEMBOURG;22;900;1;SETE/BETTEMBOURG;02-06-2019 18:00:00;02-06-2019 18:45:00;02-06-2019 20:26:00;03-06-2019 09:02:00;SETE-BTG;2019-06-02;20:26:00;09:02:00;1980.0;11699.0;0.0;;328.0;3.0;14935;20A (0-0) - F (1-18) - M (1-18);150.0;114.0
2;2;22;6;2019;06-2019;14915;328;30420;1;Arrivee;1;03-05-2019 00:00:00;3.0;30420;BETTEMBOURG;22;900;1;SETE/BETTEMBOURG;02-06-2019 18:00:00;02-06-2019 18:45:00;02-06-2019 20:26:00;03-06-2019 09:02:00;SETE-BTG;2019-06-02;;;;;;;;3.0;14935;20A (0-0) - F (1-18) - M (1-18);150.0;114.0
3;5;23;6;2019;06-2019;14916;328;30420;1;Arrivee;1;06-05-2019 00:00:00;3.0;30420;BETTEMBOURG;22;900;1;SETE/BETTEMBOURG;05-06-2019 18:00:00;05-06-2019 20:15:00;05-06-2019 21:56:00;06-06-2019 10:35:00;SETE-BTG;2019-06-05;;;;;;;;3.0;14936;D (1-18) - K (1-18);5.0;69.0
4;4;23;6;2019;06-2019;15047;359;41314;1;Arrivee;0;05-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;04-06-2019 20:30:00;04-06-2019 20:00:00;04-06-2019 22:20:00;05-06-2019 23:59:00;ORBA - CAL;2019-06-04;22:20:00;23:59:00;1982.0;12339.0;0.0;;359.0;3.0;15067;O (1-24);36.0;371.0
5;4;23;6;2019;06-2019;15047;359;41314;1;Arrivee;0;05-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;04-06-2019 20:30:00;04-06-2019 20:00:00;04-06-2019 22:20:00;05-06-2019 23:59:00;ORBA - CAL;2019-06-04;;;;;;;;3.0;15067;O (1-24);36.0;371.0
6;5;23;6;2019;06-2019;15048;359;41314;1;Arrivee;1;06-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;05-06-2019 20:30:00;05-06-2019 20:00:00;05-06-2019 22:20:00;06-06-2019 23:59:00;ORBA - CAL;2019-06-05;22:20:00;23:59:00;1983.0;12339.0;0.0;;359.0;3.0;15068;R (1-24);80.0;9.0
7;5;23;6;2019;06-2019;15048;359;41314;1;Arrivee;1;06-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;05-06-2019 20:30:00;05-06-2019 20:00:00;05-06-2019 22:20:00;06-06-2019 23:59:00;ORBA - CAL;2019-06-05;;;;;;;;3.0;15068;R (1-24);80.0;9.0
8;6;23;6;2019;06-2019;15049;359;41314;1;Arrivee;1;07-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;06-06-2019 20:30:00;06-06-2019 20:00:00;06-06-2019 22:20:00;07-06-2019 21:38:00;ORBA - CAL;2019-06-06;;;;;;;;3.0;15069;Q (1-24);1.0;2.0
9;7;23;6;2019;06-2019;15050;359;41314;1;Arrivee;1;08-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;07-06-2019 20:30:00;07-06-2019 20:00:00;07-06-2019 22:20:00;08-06-2019 20:39:00;ORBA - CAL;2019-06-07;22:20:00;20:39:00;1985.0;12339.0;0.0;;359.0;3.0;15070;O (1-24);101.0;0.0
10;7;23;6;2019;06-2019;15050;359;41314;1;Arrivee;1;08-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;07-06-2019 20:30:00;07-06-2019 20:00:00;07-06-2019 22:20:00;08-06-2019 20:39:00;ORBA - CAL;2019-06-07;;;;;;;;3.0;15070;O (1-24);101.0;0.0
11;4;23;6;2019;06-2019;15389;404;BM-30200;1;Arrivee;1;05-05-2019 00:00:00;3.0;30200;MACON;33;590;1;MACON-VILLE/LE BOULOU;04-06-2019 04:00:00;04-06-2019 05:28:00;04-06-2019 06:16:00;04-06-2019 14:32:00;LBP - MAC;2019-06-04;;;;;;;;3.0;15409;MA1 (1-4) - MAC6 (0-0);1.0;0.0
12;5;23;6;2019;06-2019;15390;404;BM-30200;1;Arrivee;1;06-05-2019 00:00:00;3.0;30200;MACON;33;590;1;MACON-VILLE/LE BOULOU;05-06-2019 02:00:00;05-06-2019 05:28:00;05-06-2019 06:16:00;05-06-2019 14:32:00;LBP - MAC;2019-06-05;;;;;;;;3.0;15410;MA2 (1-4) - MAC1 (0-0);3.0;8.0
13;6;23;6;2019;06-2019;15391;404;BM-30200;1;Arrivee;1;07-05-2019 00:00:00;3.0;30200;MACON;33;590;1;MACON-VILLE/LE BOULOU;06-06-2019 02:00:00;06-06-2019 05:28:00;06-06-2019 06:16:00;06-06-2019 14:32:00;LBP - MAC;2019-06-06;;;;;;;;3.0;15411;MAC5 (0-0);0.0;61.0
14;7;23;6;2019;06-2019;15392;404;BM-30200;1;Arrivee;1;08-05-2019 00:00:00;3.0;30200;MACON;33;590;1;MACON-VILLE/LE BOULOU;07-06-2019 02:00:00;07-06-2019 05:28:00;07-06-2019 06:16:00;07-06-2019 14:32:00;LBP - MAC;2019-06-07;;;;;;;;3.0;15412;MA3 (1-4) - MAC7 (0-0);20.0;0.0
15;8;23;6;2019;06-2019;15393;406;BM-30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;MACON;33;590;1;MACON-VILLE/LE BOULOU;08-06-2019 01:00:00;08-06-2019 03:02:00;08-06-2019 03:50:00;08-06-2019 11:39:00;LBP - MAC;2019-06-08;03:50:00;11:39:00;1986.0;15083.0;0.0;;406.0;3.0;15413;MA1 (1-4) - MAC6 (0-0);0.0;2.0
16;8;23;6;2019;06-2019;15393;406;BM-30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;MACON;33;590;1;MACON-VILLE/LE BOULOU;08-06-2019 01:00:00;08-06-2019 03:02:00;08-06-2019 03:50:00;08-06-2019 11:39:00;LBP - MAC;2019-06-08;;;;;;;;3.0;15413;MA1 (1-4) - MAC6 (0-0);0.0;2.0
17;1;22;6;2019;06-2019;15422;407;MC-30200;1;Arrivee;1;02-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-06-2019 09:00:00;01-06-2019 13:00:00;01-06-2019 13:40:00;02-06-2019 01:07:00;MAC - CAL;2019-06-01;13:40:00;01:07:00;1979.0;15099.0;0.0;;407.0;3.0;15442;A (1-10) - MAC3 (0-0);0.0;0.0
18;1;22;6;2019;06-2019;15422;407;MC-30200;1;Arrivee;1;02-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-06-2019 09:00:00;01-06-2019 13:00:00;01-06-2019 13:40:00;02-06-2019 01:07:00;MAC - CAL;2019-06-01;;;;;;;;3.0;15442;A (1-10) - MAC3 (0-0);0.0;0.0
19;4;23;6;2019;06-2019;15424;405;MC-30200;1;Arrivee;1;05-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;04-06-2019 11:00:00;04-06-2019 15:00:00;04-06-2019 15:40:00;05-06-2019 05:26:00;MAC - CAL;2019-06-04;15:40:00;05:26:00;1982.0;15099.0;0.0;;405.0;3.0;15444;J (1-10) - MAC2 (0-0);0.0;40.0
20;4;23;6;2019;06-2019;15424;405;MC-30200;1;Arrivee;1;05-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;04-06-2019 11:00:00;04-06-2019 15:00:00;04-06-2019 15:40:00;05-06-2019 05:26:00;MAC - CAL;2019-06-04;;;;;;;;3.0;15444;J (1-10) - MAC2 (0-0);0.0;40.0
21;5;23;6;2019;06-2019;15425;405;MC-30200;1;Arrivee;1;06-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;05-06-2019 11:00:00;05-06-2019 15:00:00;05-06-2019 15:40:00;06-06-2019 05:26:00;MAC - CAL;2019-06-05;15:40:00;05:26:00;1983.0;15099.0;0.0;;405.0;3.0;15445;A (1-10) - MAC3 (0-0);0.0;1.0
22;5;23;6;2019;06-2019;15425;405;MC-30200;1;Arrivee;1;06-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;05-06-2019 11:00:00;05-06-2019 15:00:00;05-06-2019 15:40:00;06-06-2019 05:26:00;MAC - CAL;2019-06-05;;;;;;;;3.0;15445;A (1-10) - MAC3 (0-0);0.0;1.0
23;6;23;6;2019;06-2019;15426;405;MC-30200;1;Arrivee;1;07-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;06-06-2019 11:00:00;06-06-2019 15:00:00;06-06-2019 15:40:00;07-06-2019 05:26:00;MAC - CAL;2019-06-06;15:40:00;05:26:00;1984.0;15099.0;0.0;;405.0;3.0;15446;L (1-12);1.0;7.0
24;6;23;6;2019;06-2019;15426;405;MC-30200;1;Arrivee;1;07-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;06-06-2019 11:00:00;06-06-2019 15:00:00;06-06-2019 15:40:00;07-06-2019 05:26:00;MAC - CAL;2019-06-06;;;;;;;;3.0;15446;L (1-12);1.0;7.0
25;7;23;6;2019;06-2019;15427;405;MC-30200;1;Arrivee;1;08-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;07-06-2019 11:00:00;07-06-2019 15:00:00;07-06-2019 15:40:00;08-06-2019 05:26:00;MAC - CAL;2019-06-07;15:40:00;05:26:00;1985.0;15099.0;0.0;;405.0;3.0;15447;J (1-10) - MAC2 (0-0);22.0;2.0
26;7;23;6;2019;06-2019;15427;405;MC-30200;1;Arrivee;1;08-05-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;07-06-2019 11:00:00;07-06-2019 15:00:00;07-06-2019 15:40:00;08-06-2019 05:26:00;MAC - CAL;2019-06-07;;;;;;;;3.0;15447;J (1-10) - MAC2 (0-0);22.0;2.0
27;8;23;6;2019;06-2019;15428;407;MC-30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;08-06-2019 09:00:00;08-06-2019 13:00:00;08-06-2019 13:40:00;09-06-2019 01:07:00;MAC - CAL;2019-06-08;13:40:00;01:07:00;1986.0;15099.0;0.0;;407.0;3.0;15448;A (1-10) - MAC3 (0-0);1.0;7.0
28;8;23;6;2019;06-2019;15428;407;MC-30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;08-06-2019 09:00:00;08-06-2019 13:00:00;08-06-2019 13:40:00;09-06-2019 01:07:00;MAC - CAL;2019-06-08;;;;;;;;3.0;15448;A (1-10) - MAC3 (0-0);1.0;7.0
29;2;22;6;2019;06-2019;15457;309;30200;1;Arrivee;1;03-05-2019 00:00:00;3.0;30240;CALAIS;6;1500;1;CALAIS/LE BOULOU;02-06-2019 03:00:00;02-06-2019 04:30:00;02-06-2019 06:16:00;03-06-2019 01:14:00;LB-CAL;2019-06-02;06:16:00;01:14:00;1980.0;3047.0;0.0;;309.0;3.0;15477;G (1-10) - I (1-20);0.0;0.0
30;2;22;6;2019;06-2019;15457;309;30200;1;Arrivee;1;03-05-2019 00:00:00;3.0;30240;CALAIS;6;1500;1;CALAIS/LE BOULOU;02-06-2019 03:00:00;02-06-2019 04:30:00;02-06-2019 06:16:00;03-06-2019 01:14:00;LB-CAL;2019-06-02;;;;;;;;3.0;15477;G (1-10) - I (1-20);0.0;0.0
31;4;23;6;2019;06-2019;15458;76;30200;1;Arrivee;1;05-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;04-06-2019 01:00:00;04-06-2019 04:30:00;04-06-2019 06:16:00;05-06-2019 05:26:00;LB-CAL;2019-06-04;06:16:00;05:26:00;1982.0;3047.0;0.0;;76.0;;15478;B (1-10) - W (1-20);1.0;40.0
32;4;23;6;2019;06-2019;15458;76;30200;1;Arrivee;1;05-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;04-06-2019 01:00:00;04-06-2019 04:30:00;04-06-2019 06:16:00;05-06-2019 05:26:00;LB-CAL;2019-06-04;;;;;;;;;15478;B (1-10) - W (1-20);1.0;40.0
33;5;23;6;2019;06-2019;15459;76;30200;1;Arrivee;1;06-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;05-06-2019 01:00:00;05-06-2019 04:30:00;05-06-2019 06:16:00;06-06-2019 05:26:00;LB-CAL;2019-06-05;06:16:00;05:26:00;1983.0;3047.0;0.0;;76.0;;15479;C (1-20) - Z (1-8);3.0;1.0
34;5;23;6;2019;06-2019;15459;76;30200;1;Arrivee;1;06-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;05-06-2019 01:00:00;05-06-2019 04:30:00;05-06-2019 06:16:00;06-06-2019 05:26:00;LB-CAL;2019-06-05;;;;;;;;;15479;C (1-20) - Z (1-8);3.0;1.0
35;6;23;6;2019;06-2019;15460;76;30200;1;Arrivee;1;07-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;06-06-2019 01:00:00;06-06-2019 04:30:00;06-06-2019 06:16:00;07-06-2019 05:26:00;LB-CAL;2019-06-06;06:16:00;05:26:00;1984.0;3047.0;0.0;;76.0;;15480;H (1-20);0.0;7.0
36;6;23;6;2019;06-2019;15460;76;30200;1;Arrivee;1;07-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;06-06-2019 01:00:00;06-06-2019 04:30:00;06-06-2019 06:16:00;07-06-2019 05:26:00;LB-CAL;2019-06-06;;;;;;;;;15480;H (1-20);0.0;7.0
37;7;23;6;2019;06-2019;15461;76;30200;1;Arrivee;1;08-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;07-06-2019 01:00:00;07-06-2019 04:30:00;07-06-2019 06:16:00;08-06-2019 05:26:00;LB-CAL;2019-06-07;06:16:00;05:26:00;1985.0;3047.0;0.0;;76.0;;15481;G (1-8) - I (1-20);20.0;2.0
38;7;23;6;2019;06-2019;15461;76;30200;1;Arrivee;1;08-05-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;07-06-2019 01:00:00;07-06-2019 04:30:00;07-06-2019 06:16:00;08-06-2019 05:26:00;LB-CAL;2019-06-07;;;;;;;;;15481;G (1-8) - I (1-20);20.0;2.0
39;8;23;6;2019;06-2019;15462;78;30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;CALAIS;6;1500;1;CALAIS/LE BOULOU;08-06-2019 01:00:00;08-06-2019 02:04:00;08-06-2019 03:50:00;09-06-2019 01:07:00;LB-CAL;2019-06-08;03:50:00;01:07:00;1986.0;3047.0;0.0;;78.0;;15482;W (1-20) - x (1-8);0.0;7.0
40;8;23;6;2019;06-2019;15462;78;30200;1;Arrivee;1;09-05-2019 00:00:00;3.0;30220;CALAIS;6;1500;1;CALAIS/LE BOULOU;08-06-2019 01:00:00;08-06-2019 02:04:00;08-06-2019 03:50:00;09-06-2019 01:07:00;LB-CAL;2019-06-08;;;;;;;;;15482;W (1-20) - x (1-8);0.0;7.0
41;1;22;6;2019;06-2019;15490;437;CM-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;31-05-2019 22:00:00;31-05-2019 15:32:00;01-06-2019 02:52:00;01-06-2019 14:40:00;CAL-MAC;2019-06-01;02:52:00;14:40:00;1979.0;15067.0;0.0;;437.0;3.0;15510;J1 - MAC21;0.0;0.0
42;1;22;6;2019;06-2019;15490;437;CM-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;31-05-2019 22:00:00;31-05-2019 15:32:00;01-06-2019 02:52:00;01-06-2019 14:40:00;CAL-MAC;2019-06-01;;;;;;;;3.0;15510;J1 - MAC21;0.0;0.0
43;4;23;6;2019;06-2019;15492;433;CM-30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;03-06-2019 22:00:00;03-06-2019 14:52:00;04-06-2019 02:12:00;04-06-2019 13:40:00;CAL-MAC;2019-06-04;02:12:00;13:40:00;1982.0;15067.0;0.0;;433.0;3.0;15512;A1 - MAC31;1.0;0.0
44;4;23;6;2019;06-2019;15492;433;CM-30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;03-06-2019 22:00:00;03-06-2019 14:52:00;04-06-2019 02:12:00;04-06-2019 13:40:00;CAL-MAC;2019-06-04;;;;;;;;3.0;15512;A1 - MAC31;1.0;0.0
45;6;23;6;2019;06-2019;15494;468;CM-30301;1;Arrivee;1;07-05-2019 00:00:00;3.0;30956;MACON;30;810;0;CALAIS/MACON-VILLE;05-06-2019 22:00:00;05-06-2019 14:52:00;06-06-2019 02:12:00;06-06-2019 13:40:00;CAL-MAC;2019-06-06;;;;;;;;3.0;15514;J1 - MAC21;701.0;1086.0
46;7;23;6;2019;06-2019;15495;433;CM-30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;06-06-2019 22:00:00;06-06-2019 15:06:00;07-06-2019 02:26:00;07-06-2019 13:45:00;CAL-MAC;2019-06-07;02:26:00;13:45:00;1985.0;15067.0;0.0;;433.0;3.0;15515;A1 - MAC31;0.0;0.0
47;7;23;6;2019;06-2019;15495;433;CM-30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;06-06-2019 22:00:00;06-06-2019 15:06:00;07-06-2019 02:26:00;07-06-2019 13:45:00;CAL-MAC;2019-06-07;;;;;;;;3.0;15515;A1 - MAC31;0.0;0.0
48;8;23;6;2019;06-2019;15496;437;CM-30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;07-06-2019 22:00:00;07-06-2019 15:39:00;08-06-2019 02:59:00;08-06-2019 14:45:00;CAL-MAC;2019-06-08;02:59:00;14:45:00;1986.0;15067.0;0.0;;437.0;3.0;15516;E1 - MAC41;0.0;96.0
49;8;23;6;2019;06-2019;15496;437;CM-30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;07-06-2019 22:00:00;07-06-2019 15:39:00;08-06-2019 02:59:00;08-06-2019 14:45:00;CAL-MAC;2019-06-08;;;;;;;;3.0;15516;E1 - MAC41;0.0;96.0
50;1;22;6;2019;06-2019;15524;438;MB-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;01-06-2019 11:00:00;01-06-2019 12:25:00;01-06-2019 16:13:00;02-06-2019 01:04:00;MAC - LBP;2019-06-01;16:13:00;01:04:00;1979.0;15051.0;0.0;;438.0;3.0;15544;MA2 (1-4) - MAC6 (0-0);0.0;26.0
51;1;22;6;2019;06-2019;15524;438;MB-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;01-06-2019 11:00:00;01-06-2019 12:25:00;01-06-2019 16:13:00;02-06-2019 01:04:00;MAC - LBP;2019-06-01;;;;;;;;3.0;15544;MA2 (1-4) - MAC6 (0-0);0.0;26.0
52;4;23;6;2019;06-2019;15526;434;MB-30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;04-06-2019 11:00:00;04-06-2019 12:27:00;04-06-2019 16:15:00;05-06-2019 04:47:00;MAC - LBP;2019-06-04;16:15:00;04:47:00;1982.0;15051.0;0.0;;434.0;3.0;15546;MA3 (1-4) - MAC5 (0-0);0.0;12.0
53;4;23;6;2019;06-2019;15526;434;MB-30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;04-06-2019 11:00:00;04-06-2019 12:27:00;04-06-2019 16:15:00;05-06-2019 04:47:00;MAC - LBP;2019-06-04;;;;;;;;3.0;15546;MA3 (1-4) - MAC5 (0-0);0.0;12.0
54;6;23;6;2019;06-2019;15528;434;MB-30301;1;Arrivee;1;07-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;06-06-2019 11:00:00;06-06-2019 12:27:00;06-06-2019 16:15:00;07-06-2019 04:47:00;MAC - LBP;2019-06-06;16:15:00;04:47:00;1984.0;15051.0;0.0;;434.0;3.0;15548;MA1 (1-4) - MAC6 (0-0);66.0;423.0
55;6;23;6;2019;06-2019;15528;434;MB-30301;1;Arrivee;1;07-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;06-06-2019 11:00:00;06-06-2019 12:27:00;06-06-2019 16:15:00;07-06-2019 04:47:00;MAC - LBP;2019-06-06;;;;;;;;3.0;15548;MA1 (1-4) - MAC6 (0-0);66.0;423.0
56;7;23;6;2019;06-2019;15529;434;MB-30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;07-06-2019 11:00:00;07-06-2019 12:27:00;07-06-2019 16:15:00;08-06-2019 04:47:00;MAC - LBP;2019-06-07;16:15:00;04:47:00;1985.0;15051.0;0.0;;434.0;3.0;15549;MAC5 (0-0);0.0;91.0
57;7;23;6;2019;06-2019;15529;434;MB-30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;07-06-2019 11:00:00;07-06-2019 12:27:00;07-06-2019 16:15:00;08-06-2019 04:47:00;MAC - LBP;2019-06-07;;;;;;;;3.0;15549;MAC5 (0-0);0.0;91.0
58;8;23;6;2019;06-2019;15530;438;MB-30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;08-06-2019 11:00:00;08-06-2019 12:25:00;08-06-2019 16:13:00;09-06-2019 01:04:00;MAC - LBP;2019-06-08;16:13:00;01:04:00;1986.0;15051.0;0.0;;438.0;3.0;15550;MA2 (1-4) - MAC1 (0-0);9.0;0.0
59;8;23;6;2019;06-2019;15530;438;MB-30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;08-06-2019 11:00:00;08-06-2019 12:25:00;08-06-2019 16:13:00;09-06-2019 01:04:00;MAC - LBP;2019-06-08;;;;;;;;3.0;15550;MA2 (1-4) - MAC1 (0-0);9.0;0.0
60;1;22;6;2019;06-2019;15558;75;30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;31-05-2019 22:00:00;01-06-2019 02:16:00;01-06-2019 02:52:00;02-06-2019 01:04:00;CAL-LB;2019-06-01;02:52:00;01:04:00;1979.0;3089.0;0.0;;75.0;;15578;C1 - C2;0.0;26.0
61;1;22;6;2019;06-2019;15558;75;30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;31-05-2019 22:00:00;01-06-2019 02:16:00;01-06-2019 02:52:00;02-06-2019 01:04:00;CAL-LB;2019-06-01;;;;;;;;;15578;C1 - C2;0.0;26.0
62;2;22;6;2019;06-2019;15559;439;30301;1;Arrivee;1;03-05-2019 00:00:00;3.0;30911;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;01-06-2019 22:00:00;02-06-2019 04:33:00;02-06-2019 05:09:00;03-06-2019 01:55:00;CAL-LB;2019-06-02;05:09:00;01:55:00;1980.0;3089.0;0.0;;439.0;3.0;15579;Z1 - x1;0.0;0.0
63;2;22;6;2019;06-2019;15559;439;30301;1;Arrivee;1;03-05-2019 00:00:00;3.0;30911;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;01-06-2019 22:00:00;02-06-2019 04:33:00;02-06-2019 05:09:00;03-06-2019 01:55:00;CAL-LB;2019-06-02;;;;;;;;3.0;15579;Z1 - x1;0.0;0.0
64;4;23;6;2019;06-2019;15560;80;30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;03-06-2019 18:00:00;04-06-2019 01:36:00;04-06-2019 02:12:00;05-06-2019 04:47:00;CAL-LB;2019-06-04;02:12:00;04:47:00;1982.0;3089.0;0.0;;80.0;;15580;H1 - H2;1.0;12.0
65;4;23;6;2019;06-2019;15560;80;30301;1;Arrivee;1;05-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;03-06-2019 18:00:00;04-06-2019 01:36:00;04-06-2019 02:12:00;05-06-2019 04:47:00;CAL-LB;2019-06-04;;;;;;;;;15580;H1 - H2;1.0;12.0
66;5;23;6;2019;06-2019;15561;362;30301;1;Arrivee;1;06-05-2019 00:00:00;3.0;30956;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;04-06-2019 22:00:00;05-06-2019 01:36:00;05-06-2019 02:12:00;06-06-2019 04:47:00;CAL-LB;2019-06-05;;;;;;;;3.0;15581;G1 - I1 - I2;937.0;558.0
67;6;23;6;2019;06-2019;15562;362;30301;1;Arrivee;1;07-05-2019 00:00:00;3.0;30956;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;05-06-2019 22:00:00;06-06-2019 01:36:00;06-06-2019 02:12:00;07-06-2019 04:47:00;CAL-LB;2019-06-06;;;;;;;;;15582;W1 - W2;701.0;423.0
68;7;23;6;2019;06-2019;15563;80;30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;06-06-2019 22:00:00;07-06-2019 01:50:00;07-06-2019 02:26:00;08-06-2019 04:47:00;CAL-LB;2019-06-07;02:26:00;04:47:00;1985.0;3089.0;0.0;;80.0;;15583;C1 - C2 - Z1;0.0;91.0
69;7;23;6;2019;06-2019;15563;80;30301;1;Arrivee;1;08-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;06-06-2019 22:00:00;07-06-2019 01:50:00;07-06-2019 02:26:00;08-06-2019 04:47:00;CAL-LB;2019-06-07;;;;;;;;;15583;C1 - C2 - Z1;0.0;91.0
