;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP;RAME;RETDEP;RETARR
513;18;29;7;2019;07-2019;16212;405;MC-30200;1;Arrivee;1;18-06-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;18-07-2019 11:00:00;18-07-2019 15:00:00;18-07-2019 15:40:00;19-07-2019 02:25:00;MAC - CAL;2019-07-18;;;;;;;;3.0;16232;M (1-14) - MAC2 (0-0);0.0;0.0
514;19;29;7;2019;07-2019;16213;405;MC-30200;1;Arrivee;1;19-06-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;19-07-2019 11:00:00;19-07-2019 15:00:00;19-07-2019 15:40:00;20-07-2019 02:25:00;MAC - CAL;2019-07-19;15:40:00;02:25:00;2027.0;15099.0;0.0;;405.0;3.0;16233;MA3 (1-14) - MAC7 (0-0);0.0;0.0
515;19;29;7;2019;07-2019;16213;405;MC-30200;1;Arrivee;1;19-06-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;19-07-2019 11:00:00;19-07-2019 15:00:00;19-07-2019 15:40:00;20-07-2019 02:25:00;MAC - CAL;2019-07-19;;;;;;;;3.0;16233;MA3 (1-14) - MAC7 (0-0);0.0;0.0
516;20;29;7;2019;07-2019;16214;405;MC-30200;1;Arrivee;1;20-06-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;20-07-2019 11:00:00;20-07-2019 14:56:00;20-07-2019 15:36:00;21-07-2019 02:50:00;MAC - CAL;2019-07-20;15:36:00;02:50:00;2028.0;15099.0;0.0;;405.0;3.0;16234;A (1-14) - MAC3 (0-0);0.0;145.0
517;20;29;7;2019;07-2019;16214;405;MC-30200;1;Arrivee;1;20-06-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;20-07-2019 11:00:00;20-07-2019 14:56:00;20-07-2019 15:36:00;21-07-2019 02:50:00;MAC - CAL;2019-07-20;;;;;;;;3.0;16234;A (1-14) - MAC3 (0-0);0.0;145.0
518;23;30;7;2019;07-2019;16216;405;MC-30200;1;Au depart;1;23-06-2019 00:00:00;;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;23-07-2019 11:00:00;23-07-2019 15:00:00;23-07-2019 15:40:00;24-07-2019 02:25:00;MAC - CAL;2019-07-23;15:40:00;02:25:00;2031.0;15099.0;0.0;;405.0;;16236;M (1-14) - MAC2 (0-0);;
519;23;30;7;2019;07-2019;16216;405;MC-30200;1;Au depart;1;23-06-2019 00:00:00;;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;23-07-2019 11:00:00;23-07-2019 15:00:00;23-07-2019 15:40:00;24-07-2019 02:25:00;MAC - CAL;2019-07-23;;;;;;;;;16236;M (1-14) - MAC2 (0-0);;
520;9;23;6;2019;06-2019;16222;54;30103;1;Arrivee;1;10-05-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;09-06-2019 06:00:00;09-06-2019 05:30:00;09-06-2019 09:02:00;09-06-2019 23:30:00;BTG-LB;2019-06-09;;;;;;;;3.0;16242;13A (1-16) - 1B (1-16) - 8C (0-0);31.0;0.0
521;12;24;6;2019;06-2019;16223;256;30103;1;Arrivee;1;13-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;12-06-2019 02:00:00;12-06-2019 02:40:00;12-06-2019 06:12:00;12-06-2019 21:47:00;BTG-LB;2019-06-12;06:12:00;21:47:00;1990.0;2128.0;1.0;;256.0;3.0;16243;13A (1-16) - 13C (0-0);66.0;0.0
522;12;24;6;2019;06-2019;16223;256;30103;1;Arrivee;1;13-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;12-06-2019 02:00:00;12-06-2019 02:40:00;12-06-2019 06:12:00;12-06-2019 21:47:00;BTG-LB;2019-06-12;;;;;;;;3.0;16243;13A (1-16) - 13C (0-0);66.0;0.0
523;13;24;6;2019;06-2019;16224;256;30103;1;Arrivee;1;14-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;13-06-2019 02:00:00;13-06-2019 02:40:00;13-06-2019 06:12:00;13-06-2019 21:47:00;BTG-LB;2019-06-13;06:12:00;21:47:00;1991.0;2128.0;1.0;;256.0;3.0;16244;5B (1-16) - 5C (0-0) - Rame Mixte 2 (1-20);7.0;5.0
524;13;24;6;2019;06-2019;16224;256;30103;1;Arrivee;1;14-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;13-06-2019 02:00:00;13-06-2019 02:40:00;13-06-2019 06:12:00;13-06-2019 21:47:00;BTG-LB;2019-06-13;;;;;;;;3.0;16244;5B (1-16) - 5C (0-0) - Rame Mixte 2 (1-20);7.0;5.0
525;14;24;6;2019;06-2019;16225;256;30103;1;Arrivee;1;15-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;14-06-2019 02:00:00;14-06-2019 02:40:00;14-06-2019 06:12:00;14-06-2019 21:47:00;BTG-LB;2019-06-14;06:12:00;21:47:00;1992.0;2128.0;1.0;;256.0;3.0;16245;7C (0-0) - 9A (1-16) - 9B (1-16);10.0;98.0
526;14;24;6;2019;06-2019;16225;256;30103;1;Arrivee;1;15-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;14-06-2019 02:00:00;14-06-2019 02:40:00;14-06-2019 06:12:00;14-06-2019 21:47:00;BTG-LB;2019-06-14;;;;;;;;3.0;16245;7C (0-0) - 9A (1-16) - 9B (1-16);10.0;98.0
527;16;24;6;2019;06-2019;16226;54;30103;1;Arrivee;1;17-05-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;16-06-2019 06:00:00;16-06-2019 05:30:00;16-06-2019 09:02:00;16-06-2019 23:30:00;BTG-LB;2019-06-16;;;;;;;;3.0;16246;13C (0-0) - 4b (1-16);5.0;1.0
528;18;25;6;2019;06-2019;16227;255;30103;1;Arrivee;1;19-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;18-06-2019 02:00:00;18-06-2019 03:07:00;18-06-2019 06:39:00;18-06-2019 22:27:00;BTG-LB;2019-06-18;06:39:00;22:27:00;1996.0;2128.0;1.0;;255.0;3.0;16247;13A (1-16) - 13B (1-14) - 5C (0-0);36.0;0.0
529;18;25;6;2019;06-2019;16227;255;30103;1;Arrivee;1;19-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;18-06-2019 02:00:00;18-06-2019 03:07:00;18-06-2019 06:39:00;18-06-2019 22:27:00;BTG-LB;2019-06-18;;;;;;;;3.0;16247;13A (1-16) - 13B (1-14) - 5C (0-0);36.0;0.0
530;19;25;6;2019;06-2019;16228;255;30103;1;Arrivee;1;20-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;19-06-2019 02:00:00;19-06-2019 03:07:00;19-06-2019 06:39:00;19-06-2019 22:27:00;BTG-LB;2019-06-19;06:39:00;22:27:00;1997.0;2128.0;1.0;;255.0;3.0;16248;1A (1-16) - 4C (0-0) - 4b (1-16);0.0;24.0
531;19;25;6;2019;06-2019;16228;255;30103;1;Arrivee;1;20-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;19-06-2019 02:00:00;19-06-2019 03:07:00;19-06-2019 06:39:00;19-06-2019 22:27:00;BTG-LB;2019-06-19;;;;;;;;3.0;16248;1A (1-16) - 4C (0-0) - 4b (1-16);0.0;24.0
532;20;25;6;2019;06-2019;16229;255;30103;1;Arrivee;1;21-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;20-06-2019 02:00:00;20-06-2019 03:07:00;20-06-2019 06:39:00;20-06-2019 22:27:00;BTG-LB;2019-06-20;06:39:00;22:27:00;1998.0;2128.0;1.0;;255.0;3.0;16249;1B (1-16) - 1c (0-0);4.0;0.0
533;20;25;6;2019;06-2019;16229;255;30103;1;Arrivee;1;21-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;20-06-2019 02:00:00;20-06-2019 03:07:00;20-06-2019 06:39:00;20-06-2019 22:27:00;BTG-LB;2019-06-20;;;;;;;;3.0;16249;1B (1-16) - 1c (0-0);4.0;0.0
534;21;25;6;2019;06-2019;16230;255;30103;1;Arrivee;1;22-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;21-06-2019 02:00:00;21-06-2019 02:40:00;21-06-2019 06:12:00;21-06-2019 22:27:00;BTG-LB;2019-06-21;06:12:00;22:27:00;1999.0;2128.0;1.0;;255.0;3.0;16250;12A (1-16) - 2C (0-0);1.0;0.0
535;21;25;6;2019;06-2019;16230;255;30103;1;Arrivee;1;22-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;21-06-2019 02:00:00;21-06-2019 02:40:00;21-06-2019 06:12:00;21-06-2019 22:27:00;BTG-LB;2019-06-21;;;;;;;;3.0;16250;12A (1-16) - 2C (0-0);1.0;0.0
536;23;25;6;2019;06-2019;16231;54;30103;1;Arrivee;1;24-05-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;23-06-2019 06:00:00;23-06-2019 05:30:00;23-06-2019 09:02:00;23-06-2019 23:30:00;BTG-LB;2019-06-23;;;;;;;;3.0;16251;13A (1-16) - 13C (0-0) - 1B (1-16);46.0;0.0
537;25;26;6;2019;06-2019;16232;255;30103;1;Arrivee;1;26-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;25-06-2019 02:00:00;25-06-2019 03:07:00;25-06-2019 06:39:00;25-06-2019 22:27:00;BTG-LB;2019-06-25;06:39:00;22:27:00;2003.0;2128.0;1.0;;255.0;3.0;16252;12A (1-16) - 9C (0-0);41.0;33.0
538;25;26;6;2019;06-2019;16232;255;30103;1;Arrivee;1;26-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;25-06-2019 02:00:00;25-06-2019 03:07:00;25-06-2019 06:39:00;25-06-2019 22:27:00;BTG-LB;2019-06-25;;;;;;;;3.0;16252;12A (1-16) - 9C (0-0);41.0;33.0
539;26;26;6;2019;06-2019;16233;4;30103;1;Arrivee;1;27-05-2019 00:00:00;3.0;30101;PERPIGNAN;2;1040;0;BETTEMBOURG/LE BOULOU;26-06-2019 00:30:00;26-06-2019 03:07:00;26-06-2019 05:32:00;26-06-2019 19:15:00;BTG-LB;2019-06-26;;;;;;;;3.0;16253;13A (1-16) - 1B (1-16) - 2C (0-0);0.0;58.0
540;27;26;6;2019;06-2019;16234;255;30103;1;Arrivee;1;28-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;27-06-2019 02:00:00;27-06-2019 03:07:00;27-06-2019 06:39:00;27-06-2019 22:27:00;BTG-LB;2019-06-27;06:39:00;22:27:00;2005.0;2128.0;1.0;;255.0;3.0;16254;11A (1-16) - 13C (0-0) - 6B (1-16);38.0;0.0
541;27;26;6;2019;06-2019;16234;255;30103;1;Arrivee;1;28-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;27-06-2019 02:00:00;27-06-2019 03:07:00;27-06-2019 06:39:00;27-06-2019 22:27:00;BTG-LB;2019-06-27;;;;;;;;3.0;16254;11A (1-16) - 13C (0-0) - 6B (1-16);38.0;0.0
542;28;26;6;2019;06-2019;16235;255;30103;1;Arrivee;1;29-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;28-06-2019 02:00:00;28-06-2019 02:40:00;28-06-2019 06:12:00;28-06-2019 22:27:00;BTG-LB;2019-06-28;06:12:00;22:27:00;2006.0;2128.0;1.0;;255.0;3.0;16255;13B (1-14) - 4A (1-16) - 8C (0-0);26.0;141.0
543;28;26;6;2019;06-2019;16235;255;30103;1;Arrivee;1;29-05-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;28-06-2019 02:00:00;28-06-2019 02:40:00;28-06-2019 06:12:00;28-06-2019 22:27:00;BTG-LB;2019-06-28;;;;;;;;3.0;16255;13B (1-14) - 4A (1-16) - 8C (0-0);26.0;141.0
544;30;26;6;2019;06-2019;16236;54;30103;1;Arrivee;1;31-05-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;30-06-2019 06:00:00;30-06-2019 05:30:00;30-06-2019 09:02:00;30-06-2019 23:30:00;BTG-LB;2019-06-30;;;;;;;;3.0;16256;11A (1-16) - 1B (1-16) - 2C (0-0);1.0;0.0
545;2;27;7;2019;07-2019;16237;255;30103;1;Arrivee;1;02-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;02-07-2019 01:00:00;02-07-2019 02:00:00;02-07-2019 05:32:00;02-07-2019 22:27:00;BTG-LB;2019-07-02;05:32:00;22:27:00;2010.0;2128.0;1.0;;255.0;3.0;16257;2A (1-14) - 3C (0-0) - 9B (1-16);44.0;0.0
546;2;27;7;2019;07-2019;16237;255;30103;1;Arrivee;1;02-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;02-07-2019 01:00:00;02-07-2019 02:00:00;02-07-2019 05:32:00;02-07-2019 22:27:00;BTG-LB;2019-07-02;;;;;;;;3.0;16257;2A (1-14) - 3C (0-0) - 9B (1-16);44.0;0.0
547;3;27;7;2019;07-2019;16238;255;30103;1;Arrivee;1;03-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;03-07-2019 01:00:00;03-07-2019 02:00:00;03-07-2019 05:32:00;03-07-2019 22:27:00;BTG-LB;2019-07-03;05:32:00;22:27:00;2011.0;2128.0;1.0;;255.0;3.0;16258;11A (1-16) - 12C (0-0) - 1B (1-16);20.0;0.0
548;3;27;7;2019;07-2019;16238;255;30103;1;Arrivee;1;03-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;03-07-2019 01:00:00;03-07-2019 02:00:00;03-07-2019 05:32:00;03-07-2019 22:27:00;BTG-LB;2019-07-03;;;;;;;;3.0;16258;11A (1-16) - 12C (0-0) - 1B (1-16);20.0;0.0
549;4;27;7;2019;07-2019;16239;255;30103;1;Arrivee;1;04-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;04-07-2019 01:00:00;04-07-2019 02:00:00;04-07-2019 05:32:00;04-07-2019 22:27:00;BTG-LB;2019-07-04;05:32:00;22:27:00;2012.0;2128.0;1.0;;255.0;3.0;16259;12A (1-16) - 12B (1-16) - 5C (0-0);15.0;0.0
550;4;27;7;2019;07-2019;16239;255;30103;1;Arrivee;1;04-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;04-07-2019 01:00:00;04-07-2019 02:00:00;04-07-2019 05:32:00;04-07-2019 22:27:00;BTG-LB;2019-07-04;;;;;;;;3.0;16259;12A (1-16) - 12B (1-16) - 5C (0-0);15.0;0.0
551;5;27;7;2019;07-2019;16240;255;30103;1;Arrivee;1;05-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;05-07-2019 01:00:00;05-07-2019 02:00:00;05-07-2019 05:32:00;05-07-2019 22:27:00;BTG-LB;2019-07-05;05:32:00;22:27:00;2013.0;2128.0;1.0;;255.0;3.0;16260;13C (0-0) - 4b (1-16) - 5B (1-16);479.0;699.0
552;5;27;7;2019;07-2019;16240;255;30103;1;Arrivee;1;05-06-2019 00:00:00;3.0;30113;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;05-07-2019 01:00:00;05-07-2019 02:00:00;05-07-2019 05:32:00;05-07-2019 22:27:00;BTG-LB;2019-07-05;;;;;;;;3.0;16260;13C (0-0) - 4b (1-16) - 5B (1-16);479.0;699.0
553;7;27;7;2019;07-2019;16241;54;30103;1;Arrivee;1;07-06-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;07-07-2019 06:00:00;07-07-2019 05:30:00;07-07-2019 09:02:00;07-07-2019 23:30:00;BTG-LB;2019-07-07;;;;;;;;3.0;16261;12C (0-0) - 13B (1-14);27.0;0.0
554;9;28;7;2019;07-2019;16242;5;30103;1;Arrivee;1;09-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;09-07-2019 01:00:00;09-07-2019 02:00:00;09-07-2019 05:32:00;09-07-2019 22:42:00;BTG-LB;2019-07-09;05:32:00;22:42:00;2017.0;2128.0;1.0;;5.0;3.0;16262;1B (1-16) - 2C (0-0) - 5B (1-16);0.0;0.0
555;9;28;7;2019;07-2019;16242;5;30103;1;Arrivee;1;09-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;09-07-2019 01:00:00;09-07-2019 02:00:00;09-07-2019 05:32:00;09-07-2019 22:42:00;BTG-LB;2019-07-09;;;;;;;;3.0;16262;1B (1-16) - 2C (0-0) - 5B (1-16);0.0;0.0
556;10;28;7;2019;07-2019;16243;5;30103;1;Arrivee;1;10-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;10-07-2019 01:00:00;10-07-2019 02:00:00;10-07-2019 05:32:00;10-07-2019 22:42:00;BTG-LB;2019-07-10;05:32:00;22:42:00;2018.0;2128.0;1.0;;5.0;3.0;16263;10B (0-0) - 1A (1-16) - 9A (1-16);21.0;0.0
557;10;28;7;2019;07-2019;16243;5;30103;1;Arrivee;1;10-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;10-07-2019 01:00:00;10-07-2019 02:00:00;10-07-2019 05:32:00;10-07-2019 22:42:00;BTG-LB;2019-07-10;;;;;;;;3.0;16263;10B (0-0) - 1A (1-16) - 9A (1-16);21.0;0.0
558;11;28;7;2019;07-2019;16244;5;30103;1;Arrivee;1;11-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;11-07-2019 01:00:00;11-07-2019 02:00:00;11-07-2019 05:32:00;11-07-2019 22:42:00;BTG-LB;2019-07-11;05:32:00;22:42:00;2019.0;2128.0;1.0;;5.0;3.0;16264;13B (1-14) - 1c (0-0) - 2A (1-14);5.0;4.0
559;11;28;7;2019;07-2019;16244;5;30103;1;Arrivee;1;11-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;11-07-2019 01:00:00;11-07-2019 02:00:00;11-07-2019 05:32:00;11-07-2019 22:42:00;BTG-LB;2019-07-11;;;;;;;;3.0;16264;13B (1-14) - 1c (0-0) - 2A (1-14);5.0;4.0
560;12;28;7;2019;07-2019;16245;5;30103;1;Arrivee;1;12-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;12-07-2019 01:00:00;12-07-2019 02:00:00;12-07-2019 05:32:00;12-07-2019 22:42:00;BTG-LB;2019-07-12;05:32:00;22:42:00;2020.0;2128.0;1.0;;5.0;3.0;16265;12A (1-16) - 1B (1-16) - 3C (0-0);10.0;0.0
561;12;28;7;2019;07-2019;16245;5;30103;1;Arrivee;1;12-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;12-07-2019 01:00:00;12-07-2019 02:00:00;12-07-2019 05:32:00;12-07-2019 22:42:00;BTG-LB;2019-07-12;;;;;;;;3.0;16265;12A (1-16) - 1B (1-16) - 3C (0-0);10.0;0.0
562;14;28;7;2019;07-2019;16246;54;30103;1;Arrivee;1;14-06-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;14-07-2019 06:00:00;14-07-2019 05:30:00;14-07-2019 09:02:00;14-07-2019 23:30:00;BTG-LB;2019-07-14;;;;;;;;3.0;16266;2C (0-0) - 5B (1-16);9.0;0.0
563;16;29;7;2019;07-2019;16247;5;30103;1;Arrivee;1;16-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;16-07-2019 01:00:00;16-07-2019 02:00:00;16-07-2019 05:32:00;16-07-2019 22:42:00;BTG-LB;2019-07-16;05:32:00;22:42:00;2024.0;2128.0;1.0;;5.0;3.0;16267;1c (0-0) - P (1-20);14.0;0.0
564;16;29;7;2019;07-2019;16247;5;30103;1;Arrivee;1;16-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;16-07-2019 01:00:00;16-07-2019 02:00:00;16-07-2019 05:32:00;16-07-2019 22:42:00;BTG-LB;2019-07-16;;;;;;;;3.0;16267;1c (0-0) - P (1-20);14.0;0.0
565;17;29;7;2019;07-2019;16248;5;30103;1;Arrivee;1;17-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;17-07-2019 01:00:00;17-07-2019 02:00:00;17-07-2019 05:32:00;17-07-2019 22:42:00;BTG-LB;2019-07-17;05:32:00;22:42:00;2025.0;2128.0;1.0;;5.0;3.0;16268;21C (0-0) - 6B (1-16);32.0;0.0
566;17;29;7;2019;07-2019;16248;5;30103;1;Arrivee;1;17-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;17-07-2019 01:00:00;17-07-2019 02:00:00;17-07-2019 05:32:00;17-07-2019 22:42:00;BTG-LB;2019-07-17;;;;;;;;3.0;16268;21C (0-0) - 6B (1-16);32.0;0.0
567;18;29;7;2019;07-2019;16249;477;30103;1;Arrivee;1;18-06-2019 00:00:00;3.0;30992;PERPIGNAN;2;1040;0;BETTEMBOURG/LE BOULOU;18-07-2019 01:00:00;18-07-2019 02:00:00;18-07-2019 05:32:00;18-07-2019 22:42:00;BTG-LB;2019-07-18;;;;;;;;3.0;16269;13C (0-0) - 2A (1-14) - 4b (1-16);15.0;0.0
568;19;29;7;2019;07-2019;16250;480;30103;1;Arrivee;1;19-06-2019 00:00:00;3.0;30994;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;19-07-2019 01:00:00;19-07-2019 02:00:00;19-07-2019 05:32:00;19-07-2019 22:42:00;BTG-LB;2019-07-19;;;;;;;;3.0;16270;12A (1-16) - 5C (0-0) - 9A (1-16);27.0;808.0
569;21;29;7;2019;07-2019;16251;54;30103;1;Arrivee;1;21-06-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;21-07-2019 06:00:00;21-07-2019 05:30:00;21-07-2019 09:02:00;21-07-2019 23:30:00;BTG-LB;2019-07-21;;;;;;;;3.0;16271;21C (0-0) - K (1-18);15.0;0.0
570;23;30;7;2019;07-2019;16252;5;30103;1;En circulation;1;23-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;23-07-2019 01:00:00;23-07-2019 02:00:00;23-07-2019 05:32:00;23-07-2019 22:42:00;BTG-LB;2019-07-23;05:32:00;22:42:00;2031.0;2128.0;1.0;;5.0;3.0;16272;13B (1-16) - 1A (1-16) - 3C (0-0);;
571;23;30;7;2019;07-2019;16252;5;30103;1;En circulation;1;23-06-2019 00:00:00;3.0;30103;Le Boulou;2;1040;0;BETTEMBOURG/LE BOULOU;23-07-2019 01:00:00;23-07-2019 02:00:00;23-07-2019 05:32:00;23-07-2019 22:42:00;BTG-LB;2019-07-23;;;;;;;;3.0;16272;13B (1-16) - 1A (1-16) - 3C (0-0);;
572;11;24;6;2019;06-2019;16257;57;30105;1;Arrivee;1;12-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;11-06-2019 12:00:00;11-06-2019 14:45:00;11-06-2019 15:42:00;12-06-2019 07:42:00;BTG-LB;2019-06-11;;;;;;;;3.0;16277;3C (0-0) - 9A (1-16) - 9B (1-16);16.0;0.0
573;12;24;6;2019;06-2019;16258;57;30105;1;Arrivee;1;13-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;12-06-2019 12:00:00;12-06-2019 14:45:00;12-06-2019 15:42:00;13-06-2019 07:42:00;BTG-LB;2019-06-12;;;;;;;;3.0;16278;1B (1-16) - 2A (1-16) - 8C (0-0);48.0;0.0
574;13;24;6;2019;06-2019;16259;57;30105;1;Arrivee;1;14-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;13-06-2019 12:00:00;13-06-2019 14:45:00;13-06-2019 15:42:00;14-06-2019 07:42:00;BTG-LB;2019-06-13;;;;;;;;3.0;16279;1A (1-16) - 2C (0-0);14.0;20.0
575;14;24;6;2019;06-2019;16260;57;30105;1;Arrivee;1;15-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;14-06-2019 12:00:00;14-06-2019 14:45:00;14-06-2019 15:42:00;15-06-2019 07:42:00;BTG-LB;2019-06-14;;;;;;;;3.0;16280;13A (1-16) - 2A (1-16) - 4C (0-0);0.0;0.0
576;15;24;6;2019;06-2019;16261;6;30105;1;Arrivee;1;16-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;15-06-2019 12:00:00;15-06-2019 15:06:00;15-06-2019 16:03:00;16-06-2019 07:13:00;BTG-LB;2019-06-15;16:03:00;07:13:00;1993.0;2129.0;0.0;;6.0;3.0;16281;1c (0-0) - 5B (1-16) - 6A (1-16);32.0;0.0
577;15;24;6;2019;06-2019;16261;6;30105;1;Arrivee;1;16-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;15-06-2019 12:00:00;15-06-2019 15:06:00;15-06-2019 16:03:00;16-06-2019 07:13:00;BTG-LB;2019-06-15;;;;;;;;3.0;16281;1c (0-0) - 5B (1-16) - 6A (1-16);32.0;0.0
578;18;25;6;2019;06-2019;16262;57;30105;1;Arrivee;1;19-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;18-06-2019 12:00:00;18-06-2019 14:45:00;18-06-2019 15:42:00;19-06-2019 07:42:00;BTG-LB;2019-06-18;;;;;;;;3.0;16282;12A (1-16) - 4A (1-16) - 9C (0-0);54.0;0.0
579;19;25;6;2019;06-2019;16263;57;30105;1;Arrivee;1;20-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;19-06-2019 12:00:00;19-06-2019 14:45:00;19-06-2019 15:42:00;20-06-2019 07:42:00;BTG-LB;2019-06-19;;;;;;;;3.0;16283;8C (0-0) - 9B (1-16);3.0;19.0
